pais,causa,metrica,sexo,edad,anio,valor,limite_superior,limite_inferior
Argentina,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1993,68.53596543416633,107.82310907101348,48.35374130122031
Colombia,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1992,91410.63133149684,127266.12534180791,61158.13643279213
Colombia,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1992,267.96630123612846,373.0751268616072,179.28242450222518
Colombia,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1992,37836.86661985419,58392.77292135372,25143.92171495177
Colombia,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1992,110.91713349750732,171.1758813032595,73.70831600639892
Brasil,Neoplasias,Número,Ambos,Todas las edades,1995,3936949.754946087,4053341.1289567137,3814746.4028130407
Brasil,Neoplasias,Tasa,Ambos,Todas las edades,1995,2433.858486734938,2505.8127028289105,2358.31125240135
Colombia,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1993,93875.7867267177,130205.73937428716,62750.01517301336
Colombia,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1993,268.8210306967028,372.8548359665604,179.6898257071255
Colombia,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1993,37482.92424294645,58263.60808621434,24693.47505888487
Colombia,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1993,107.33543419293164,166.8426302880425,70.71179532307981
Colombia,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1991,88968.23767689933,123922.37741151072,60227.09531677263
Colombia,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1991,266.99221623729625,371.88901399453897,180.74052129207485
Colombia,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1991,37923.15507077192,59271.45261659899,24914.80883611736
Colombia,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1991,113.80676389058168,177.87265328532658,74.76893104752092
México,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,1992,1842022.3582085636,2059193.7341217184,1655857.7405286066
México,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,1992,2069.8196246930256,2313.847919889072,1860.6325986070929
Argentina,Trastornos neurolágicos,Número,Ambos,Todas las edades,1994,348281.72721462994,493117.5238904244,251941.47054772943
Argentina,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1994,1001.40198168372,1417.8431627064035,724.3982906956503
México,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1991,263694.12897751265,368424.163117484,179494.44389004578
México,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1991,302.9021888668919,423.2042854820461,206.1830506221733
México,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1991,82804.5731457962,116778.4313562245,64947.963918580295
México,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1991,95.11659038942514,134.14194167841708,74.60492393087586
Argentina,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,1995,2077548.390581305,2146365.2849278934,1989224.6689793195
Argentina,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,1995,5911.417002142438,6107.227295235649,5660.102350730447
Colombia,Neoplasias,Número,Ambos,Todas las edades,1996,843524.1553745392,859176.2136641468,824365.6565395511
Colombia,Neoplasias,Tasa,Ambos,Todas las edades,1996,2266.1701677011743,2308.2202113579324,2214.6998947502943
Chile,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,1996,482879.6801113527,504377.402339304,460540.487934124
Chile,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,1996,3318.3927116494488,3466.126997635241,3164.875768281782
Colombia,Enfermedades digestivas,Número,Ambos,Todas las edades,1998,280442.5204545557,324943.31568465754,249265.74254532068
Colombia,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1998,726.5151432653854,841.7990223633848,645.7484990611902
Chile,Enfermedades digestivas,Número,Ambos,Todas las edades,1991,209460.07559018332,225510.9648035994,195826.25977516925
Chile,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1991,1544.2407620332976,1662.5756634239249,1443.725692207811
Chile,Enfermedades digestivas,Número,Ambos,Todas las edades,1992,192196.837695027,209536.12704945056,178388.5622729011
Chile,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1992,1395.4842818497514,1521.3797234331232,1295.226486028966
Argentina,Trastornos neurolágicos,Número,Ambos,Todas las edades,1996,367706.5726824437,521140.7328594322,268798.82511337654
Argentina,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1996,1035.658059530802,1467.8105865727125,757.0810268368377
Brasil,Trastornos neurolágicos,Número,Ambos,Todas las edades,1992,1858380.3193655596,2464124.1569256,1374552.1077464947
Brasil,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1992,1205.0586550272087,1597.850618316145,891.3223504171067
Brasil,Trastornos neurolágicos,Número,Ambos,Todas las edades,1991,1816720.6800966368,2421238.481540528,1345898.638827751
Brasil,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1991,1197.1597004956668,1595.5172235037553,886.9033247702378
Colombia,Trastornos neurolágicos,Número,Ambos,Todas las edades,1994,362951.2247577374,473201.20995431097,260250.06782642315
Colombia,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1994,1016.1815241184414,1324.8566031621065,728.6414607150175
Colombia,Anomalías congénitas,Número,Ambos,Todas las edades,1995,365485.3155919964,397095.52124025713,326484.1887872202
Colombia,Anomalías congénitas,Tasa,Ambos,Todas las edades,1995,1001.7219766714476,1088.359213064045,894.8277071383118
Colombia,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,1996,388437.43628192536,434572.3392192819,343689.8087372704
Colombia,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,1996,1043.5567547316668,1167.5004972555614,923.3399974864948
Argentina,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,1994,32698.57884237312,38411.73372218263,27408.58916244533
Argentina,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,1994,94.01705312784009,110.44388282132434,78.80693518415147
Argentina,Accidentes de tránsito,Número,Ambos,Todas las edades,1994,315793.18070000294,337075.0726756176,293236.9910021543
Argentina,Accidentes de tránsito,Tasa,Ambos,Todas las edades,1994,907.9888269886349,969.1798890888472,843.1338222678751
Argentina,Caídas,Número,Ambos,Todas las edades,1994,115130.91290708714,142999.7992743223,93185.634587894
Argentina,Caídas,Tasa,Ambos,Todas las edades,1994,331.0317921650921,411.1622034234162,267.93331906059336
Argentina,Ahogamientos,Número,Ambos,Todas las edades,1994,67089.45018679382,72850.2103342375,61118.854250747885
Argentina,Ahogamientos,Tasa,Ambos,Todas las edades,1994,192.8998943023056,209.46360171753727,175.7328535562815
Argentina,Enfermedades digestivas,Número,Ambos,Todas las edades,1995,420047.1461067856,457567.9345893791,379507.5269365776
Argentina,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1995,1195.1942262592934,1301.9551700598508,1079.8435585638483
Argentina,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,1992,499027.7251956274,537535.3016286197,460016.7977528339
Argentina,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,1992,1465.7904548479871,1578.8984749538486,1351.2039455353074
Chile,Anomalías congénitas,Número,Ambos,Todas las edades,1996,114712.1792581025,125174.94352039495,98135.16718267305
Chile,Anomalías congénitas,Tasa,Ambos,Todas las edades,1996,788.312441516966,860.2135011426099,674.3937194880243
Chile,Enfermedades digestivas,Número,Ambos,Todas las edades,1996,223768.9168202578,242338.3119547034,207798.70836961255
Chile,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1996,1537.7601776467409,1665.3707357461697,1428.0114648536855
Brasil,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,1991,6671451.478228978,6926501.118590498,6369875.564065182
Brasil,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,1991,4396.269025309454,4564.33842332527,4197.540329680894
Brasil,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,1991,1402379.2637076497,1630617.5659371524,1233769.1474392945
Brasil,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,1991,924.1222152170782,1074.5238154917986,813.0136455267584
Brasil,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,1994,1878622.969435999,2103750.2790953284,1689151.2243533146
Brasil,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,1994,1180.0226787729075,1321.4322832178557,1061.0094654662637
México,Neoplasias,Número,Ambos,Todas las edades,1998,1876232.756370712,1921896.88175558,1829498.050661167
México,Neoplasias,Tasa,Ambos,Todas las edades,1998,1892.8813651571925,1938.9506876885912,1845.7319625879595
Colombia,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,1995,314215.87518388144,361434.22311602347,276858.1576062045
Colombia,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,1995,861.2027191322804,990.6187443674702,758.812704816028
Brasil,Neoplasias,Número,Ambos,Todas las edades,1996,3986766.542117413,4097299.9208438033,3872636.2512375326
Brasil,Neoplasias,Tasa,Ambos,Todas las edades,1996,2425.471105492872,2492.7174600162966,2356.03645967997
Colombia,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,1996,325573.06541707413,371207.6699055529,287634.0463896583
Colombia,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,1996,874.6684532437587,997.268118763372,772.7433660201428
Argentina,Trastornos neurolágicos,Número,Ambos,Todas las edades,1995,359895.99541644804,510508.6969282925,261409.03833446896
Argentina,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1995,1024.041276705225,1452.5918166070194,743.8083467657297
Chile,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1996,54915.2436424342,74161.40094741485,37883.8140364468
Chile,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1996,377.3825070035767,509.6438357747085,260.340986721658
Chile,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1996,7791.091687472838,12390.972693184987,5294.917099569537
Chile,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1996,53.541084738832886,85.15188186388484,36.38714784591429
Chile,Ahogamientos,Número,Ambos,Todas las edades,1996,32024.96856139685,34660.06972118213,29522.44271976469
Chile,Ahogamientos,Tasa,Ambos,Todas las edades,1996,220.07847221990323,238.1871250442963,202.8808889385533
Chile,Enfermedades digestivas,Número,Ambos,Todas las edades,1993,192129.98914849185,209702.10711149,177344.47948397393
Chile,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1993,1374.1629723708718,1499.843268080578,1268.4132141022176
Colombia,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,1994,12070.96871440394,13550.116169903664,10586.400756479472
Colombia,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,1994,33.79598841132582,37.93726749566811,29.63953314340922
Colombia,Accidentes de tránsito,Número,Ambos,Todas las edades,1994,456157.7505936069,478018.55240735214,434626.719153771
Colombia,Accidentes de tránsito,Tasa,Ambos,Todas las edades,1994,1277.1387630557088,1338.3440749274912,1216.8567338134085
Colombia,Caídas,Número,Ambos,Todas las edades,1994,237851.211237382,296922.5322959109,192907.10468814647
Colombia,Caídas,Tasa,Ambos,Todas las edades,1994,665.9297168922626,831.3160855565719,540.0963608433103
Colombia,Ahogamientos,Número,Ambos,Todas las edades,1994,112872.86176982516,120037.75445094338,105841.98507874984
Colombia,Ahogamientos,Tasa,Ambos,Todas las edades,1994,316.01854155866414,336.07862420393855,296.33367344285966
México,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1992,264022.2362427164,365893.4319674036,179320.13989206182
México,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1992,296.6730580089072,411.142352674237,201.4961126814204
México,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1992,82239.13715169774,114348.8287486048,64107.96521530373
México,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1992,92.4093995036796,128.48999837043564,72.03600103465708
Argentina,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,1996,2030287.91626229,2104143.192406414,1945296.4134066687
Argentina,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,1996,5718.374921355952,5926.390816800916,5478.993464881216
Colombia,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,1993,12993.04500753935,14613.200771397313,11290.725027617482
Colombia,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,1993,37.20665224338731,41.84610142954835,32.33191907166574
Colombia,Accidentes de tránsito,Número,Ambos,Todas las edades,1993,436995.4864197696,458721.2871193548,415228.9139148661
Colombia,Accidentes de tránsito,Tasa,Ambos,Todas las edades,1993,1251.3724908761328,1313.5861067659855,1189.0421215708257
Colombia,Caídas,Número,Ambos,Todas las edades,1993,233993.6174876736,291772.9373627986,189402.7645136664
Colombia,Caídas,Tasa,Ambos,Todas las edades,1993,670.0599549977884,835.5157861909983,542.3703827014403
Colombia,Ahogamientos,Número,Ambos,Todas las edades,1993,110247.25906492608,117799.0634482332,103962.23841748109
Colombia,Ahogamientos,Tasa,Ambos,Todas las edades,1993,315.702087265544,337.3272997801437,297.7044140922191
Brasil,Enfermedades digestivas,Número,Ambos,Todas las edades,1991,1781448.9317144123,1980944.3512427432,1624692.88229352
Brasil,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1991,1173.9167682211353,1305.377745854798,1070.6196421237903
Argentina,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,1997,400199.64446907945,450359.7675784901,356022.9816711631
Argentina,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,1997,1115.5199469822037,1255.3367075539484,992.3815353837653
Chile,Trastornos neurolágicos,Número,Ambos,Todas las edades,1991,142773.45918988276,194248.58557135632,104483.21322594683
Chile,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1991,1052.5948431761535,1432.0943165966276,770.3006711761423
Colombia,Enfermedades digestivas,Número,Ambos,Todas las edades,1997,277024.1123175107,320155.6027476066,246112.4193602568
Colombia,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1997,730.4523149958383,844.1806716010361,648.9449057953451
Brasil,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,1992,19915.76130416704,23961.79131284161,16684.845327035153
Brasil,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,1992,12.914289007987229,15.537919612360843,10.81921556078366
Brasil,Accidentes de tránsito,Número,Ambos,Todas las edades,1992,2249926.3122744565,2426582.027195976,2078993.6562670665
Brasil,Accidentes de tránsito,Tasa,Ambos,Todas las edades,1992,1458.9549553050592,1573.5065871792451,1348.1144161527632
Brasil,Caídas,Número,Ambos,Todas las edades,1992,980695.0548677244,1211298.2140691138,794574.5531544945
Brasil,Caídas,Tasa,Ambos,Todas las edades,1992,635.927453328924,785.461071381402,515.2384215250878
Brasil,Ahogamientos,Número,Ambos,Todas las edades,1992,579941.4159483459,627688.0931176272,535553.7000699863
Brasil,Ahogamientos,Tasa,Ambos,Todas las edades,1992,376.0604949453386,407.0216205944062,347.2774731716428
Colombia,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,1992,337876.6769169592,380774.9252971084,298641.71831565927
Colombia,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,1992,990.47082454834,1116.2251791621934,875.455245042979
Chile,Neoplasias,Número,Ambos,Todas las edades,1993,462062.3753424438,471783.2851847027,450032.9478836196
Chile,Neoplasias,Tasa,Ambos,Todas las edades,1993,3304.788648223906,3374.3150892661915,3218.751096949378
Colombia,Neoplasias,Número,Ambos,Todas las edades,1997,835409.2004015833,851674.5454781741,812159.7875800211
Colombia,Neoplasias,Tasa,Ambos,Todas las edades,1997,2202.7923103774738,2245.680486666564,2141.4886668941253
Chile,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1992,49551.61079008165,67524.42955512815,34004.420556480334
Chile,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1992,359.77956155354974,490.2748724439101,246.89602060609107
Chile,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1992,8150.175957121393,13171.193739819322,5547.884461462892
Chile,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1992,59.17601235728842,95.6321345218018,40.28154498449516
Brasil,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,1996,7240264.044681219,7548721.4747236,6901961.220856575
Brasil,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,1996,4404.835610762,4592.495102718359,4199.018762590715
Brasil,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,1996,1791260.385971441,2041889.2365030425,1617908.603793447
Brasil,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,1996,1089.7679266366702,1242.2456372689137,984.30407910094
Brasil,Anomalías congénitas,Número,Ambos,Todas las edades,1995,1500911.3209546031,1623073.3342808832,1377579.3434390523
Brasil,Anomalías congénitas,Tasa,Ambos,Todas las edades,1995,927.8771596595934,1003.398837963274,851.6321987517451
Brasil,Enfermedades digestivas,Número,Ambos,Todas las edades,1997,2037647.8431744988,2252614.104935999,1865886.7519474667
Brasil,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1997,1219.8482251682444,1348.5388690197788,1117.0225759825453
Argentina,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,1998,417949.4570586611,470164.08739704057,375605.49129247695
Argentina,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,1998,1153.0379872909125,1297.08758768088,1036.2195532999726
Argentina,Anomalías congénitas,Número,Ambos,Todas las edades,1994,309665.75393629144,346345.7649783044,255265.22070182548
Argentina,Anomalías congénitas,Tasa,Ambos,Todas las edades,1994,890.3708561784091,995.8355787735646,733.9549505226018
Brasil,Anomalías congénitas,Número,Ambos,Todas las edades,1991,1400275.729182063,1515305.875695082,1284462.1093932288
Brasil,Anomalías congénitas,Tasa,Ambos,Todas las edades,1991,922.7360545429468,998.5371709480136,846.4186547914641
México,Enfermedades digestivas,Número,Ambos,Todas las edades,1993,1543281.4619179114,1641126.6894723687,1462260.227493835
México,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1993,1696.497824638254,1804.057087023927,1607.4328346531272
Colombia,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1994,96063.25138895123,134733.0035807068,64097.91381399899
Colombia,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1994,268.95542582437986,377.222005571368,179.4596940561321
Colombia,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1994,36996.72091818355,57913.01848769229,24529.010084363264
Colombia,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1994,103.5824697247365,162.14338285372614,68.67569290965315
Brasil,Trastornos neurolágicos,Número,Ambos,Todas las edades,1995,1994777.4309409023,2643827.886175449,1456402.4880741022
Brasil,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1995,1233.189723425697,1634.4386742936028,900.3613905023213
Argentina,Neoplasias,Número,Ambos,Todas las edades,1997,1686265.068454446,1722283.0058216057,1635958.2862148487
Argentina,Neoplasias,Tasa,Ambos,Todas las edades,1997,4700.309822253183,4800.706532089158,4560.084262754724
Brasil,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,1995,7149021.402473185,7448860.226203969,6804141.38789058
Brasil,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,1995,4419.590671788326,4604.953785674393,4206.382680159124
Brasil,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,1995,1678891.4253827385,1922906.5911118656,1499610.1857499678
Brasil,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,1995,1037.9060943921677,1188.7585103407682,927.0727859293436
Argentina,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,1993,512090.8383455441,549838.3274889488,474908.2230921177
Argentina,Diabetes y enfermedades renales,Tasa,Ambos,Todas las edades,1993,1487.8359883951805,1597.508078996452,1379.8050904095182
Colombia,Anomalías congénitas,Número,Ambos,Todas las edades,1996,368635.6972742745,399653.7143347454,328476.52921068994
Colombia,Anomalías congénitas,Tasa,Ambos,Todas las edades,1996,990.3583846294886,1073.6898511628613,882.4687550966098
Chile,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,1992,5348.570608970645,6196.42845801056,4582.883306233254
Chile,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,1992,38.83438616729759,44.990430750380526,33.27495757005168
Chile,Accidentes de tránsito,Número,Ambos,Todas las edades,1992,126334.3545565796,135375.57152738897,116714.2357873856
Chile,Accidentes de tránsito,Tasa,Ambos,Todas las edades,1992,917.2763098271416,982.9219069288898,847.4274783222243
Brasil,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1991,458333.6484170508,633690.8096400517,310090.7348131178
Brasil,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1991,302.0269319755061,417.5815843276394,204.33968484115363
Brasil,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1991,168019.10054296922,244034.56225762697,126969.39219349466
Brasil,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1991,110.71910959524756,160.81082065262305,83.66869007204528
Argentina,Neoplasias,Número,Ambos,Todas las edades,1998,1722963.2864357005,1760795.9454196268,1675227.9453823103
Argentina,Neoplasias,Tasa,Ambos,Todas las edades,1998,4753.307095908301,4857.679747270706,4621.614948350085
México,Enfermedades digestivas,Número,Ambos,Todas las edades,1998,1674171.8267522044,1797217.6789161223,1576006.4187064038
México,Enfermedades digestivas,Tasa,Ambos,Todas las edades,1998,1689.0274632345663,1813.16515341726,1589.9909919001789
Chile,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,1994,479865.4326613652,499014.8373767912,457924.00968727353
Chile,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,1994,3385.831081755104,3520.9453143494584,3231.016946734798
Colombia,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,1997,1130866.237061384,1175205.0675608995,1088644.6108392768
Colombia,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,1997,2981.8482366089183,3098.760086309056,2870.5189939707216
México,Enfermedades cardiovasculares,Número,Ambos,Todas las edades,1996,2113741.885484937,2211957.5850957525,2017777.2963215504
México,Enfermedades cardiovasculares,Tasa,Ambos,Todas las edades,1996,2194.424641123242,2296.38929104155,2094.797027845812
México,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,1996,687382.023400321,783074.6570175425,613661.789830987
México,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,1996,713.6197945326498,812.9650715627424,637.0856168240073
México,Neoplasias,Número,Ambos,Todas las edades,1999,1900753.86972035,1948543.386643836,1851299.4864464337
México,Neoplasias,Tasa,Ambos,Todas las edades,1999,1893.2962968565628,1940.8983124889776,1844.035946946237
Chile,Trastornos neurolágicos,Número,Ambos,Todas las edades,1992,145098.36297451626,195129.7086955086,104633.3436103607
Chile,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1992,1053.516214321704,1416.7789890413424,759.7117003419909
Colombia,Trastornos neurolágicos,Número,Ambos,Todas las edades,1995,370143.4687351109,490319.7129584824,269363.65358227806
Colombia,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1995,1014.4890405590922,1343.8680327557977,738.2717718024553
Argentina,Enfermedades ginecológicas,Número,Ambos,Todas las edades,1994,114130.56172795592,157749.16100466056,77840.12225831943
Argentina,Enfermedades ginecológicas,Tasa,Ambos,Todas las edades,1994,328.1555182325692,453.5705151756681,223.81091683270404
Argentina,Hemoglobinopatías y anemias hemolíticos,Número,Ambos,Todas las edades,1994,24051.20207061095,37850.4127868436,16829.694872420758
Argentina,Hemoglobinopatías y anemias hemolíticos,Tasa,Ambos,Todas las edades,1994,69.15356027433211,108.82993683137964,48.38981915921352
Colombia,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,1995,9345.919031693153,10427.915446902787,8279.939226444165
Colombia,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,1995,25.615290373772773,28.58082562664506,22.693653437754527
Colombia,Accidentes de tránsito,Número,Ambos,Todas las edades,1995,477021.6641659714,498122.6427241998,456257.9540544187
Colombia,Accidentes de tránsito,Tasa,Ambos,Todas las edades,1995,1307.4207470400072,1365.2542988936918,1250.5115803822775
Colombia,Caídas,Número,Ambos,Todas las edades,1995,242905.2881601213,304590.1439040365,196116.48012406428
Colombia,Caídas,Tasa,Ambos,Todas las edades,1995,665.7546966164151,834.8205194837485,537.5159541212124
Colombia,Ahogamientos,Número,Ambos,Todas las edades,1995,108399.55430328932,115749.27948235912,101285.41655946591
Colombia,Ahogamientos,Tasa,Ambos,Todas las edades,1995,297.1014461445928,317.2455693700208,277.6030208480448
Argentina,Enfermedades respiratorias crónicas,Número,Ambos,Todas las edades,1999,427409.0974748474,480247.52983101865,386663.6011626584
Argentina,Enfermedades respiratorias crónicas,Tasa,Ambos,Todas las edades,1999,1167.2623561912471,1311.5651176764427,1055.9856325310848
Colombia,Trastornos neurolágicos,Número,Ambos,Todas las edades,1996,379525.43882937706,498291.5529906644,281846.8916689761
Colombia,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1996,1019.6142242979942,1338.685377306762,757.1958831172283
Chile,Trastornos neurolágicos,Número,Ambos,Todas las edades,1996,157580.0544887275,214096.71733743785,115657.2448191704
Chile,Trastornos neurolágicos,Tasa,Ambos,Todas las edades,1996,1082.904346267236,1471.2919504850431,794.8070172861428
Colombia,Enfermedades digestivas,Número,Ambos,Todas las edades,2000,300144.5513288517,346950.355856477,269588.7869041028
Colombia,Enfermedades digestivas,Tasa,Ambos,Todas las edades,2000,752.2979825338613,869.6144960641266,675.7114183941944
México,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,1993,29350.740368142346,34154.76415815878,25600.97937057493
México,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,1993,32.26467006491153,37.54563540427668,28.142634303929324
México,Accidentes de tránsito,Número,Ambos,Todas las edades,1993,1200431.804823629,1314562.0684699705,1088943.0988825876
México,Accidentes de tránsito,Tasa,Ambos,Todas las edades,1993,1319.610191506459,1445.0712618162022,1197.0529316883703
México,Caídas,Número,Ambos,Todas las edades,1993,1069369.8161053343,1348768.877415158,842452.1317278116
México,Caídas,Tasa,Ambos,Todas las edades,1993,1175.5364212707732,1482.674108993028,926.090440470874
México,Ahogamientos,Número,Ambos,Todas las edades,1993,270014.40600454353,292830.8709129006,249239.28451683297
México,Ahogamientos,Tasa,Ambos,Todas las edades,1993,296.82132761344906,321.9030019794834,273.9836604216873
Brasil,Síndrome de muerte súbita del lactante,Número,Ambos,Todas las edades,1995,26165.522515575685,31246.844367662765,22024.18116992881
Brasil,Síndrome de muerte súbita del lactante,Tasa,Ambos,Todas las edades,1995,16.175766265338094,19.317086089904457,13.61555102055223
Brasil,Accidentes de tránsito,Número,Ambos,Todas las edades,1995,2501691.055130507,2683193.0128475474,2330851.8405327834
Brasil,Accidentes de tránsito,Tasa,Ambos,Todas las edades,1995,1546.5683802717576,1658.7745570444345,1440.954009198461
Brasil,Caídas,Número,Ambos,Todas las edades,1995,1055662.7897009477,1300970.9161375633,855960.7552743236
Brasil,Caídas,Tasa,Ambos,Todas las edades,1995,652.6204294621775,804.2721655918356,529.162798158441
Brasil,Ahogamientos,Número,Ambos,Todas las edades,1995,601178.4198099751,646093.7943409977,557905.420636499
Brasil,Ahogamientos,Tasa,Ambos,Todas las edades,1995,371.65401901768575,399.4211159560884,344.90225360525653
Argentina,Diabetes y enfermedades renales,Número,Ambos,Todas las edades,1994,509631.6805432412,547619.3428430731,473774.31182584737
